EXT1 I am the life of the party.,EXT2 I talk a lot.,EXT3 I feel comfortable around people.,EXT4 I don't keep in the background.,EXT5 I start conversations.,EXT6 I have a lot to say.,EXT7 I talk to a lot of different people at parties.,EXT8 I don't like to draw attention to myself.,EXT9 I don't mind being the center of attention.,EXT10 I am noisy around strangers.,,Age,Gender,birthorder,birthnum,Extroversion,birthorderratio
1,3,3,1,3,3,2,1,2,3,,18,2,2,2,2.2,1
2,3,3,1,3,1,3,0,2,1,,35,2,1,2,1.9,0.5
1,2,5,1,5,2,3,1,3,2,,19,1,1,1,2.5,1
3,3,4,3,3,3,3,1,4,1,,39,1,1,2,2.8,0.5
4,2,3,1,2,3,5,2,3,1,,18,2,2,2,2.6,1
4,3,2,2,4,4,4,2,4,3,,41,1,3,3,3.2,1
1,0,5,2,1,2,1,2,5,2,,18,1,1,2,2.1,0.5
2,1,3,1,3,3,2,1,2,1,,28,1,2,2,1.9,1
3,3,3,2,3,2,2,0,3,0,,15,1,1,1,2.1,1
3,1,3,1,3,3,4,1,3,1,,26,2,1,2,2.3,0.5
4,4,4,4,4,4,4,4,5,3,,28,2,1,1,4,1
1,3,2,2,1,4,1,3,2,0,,43,2,1,2,1.9,0.5
3,1,4,2,2,1,2,2,3,0,,35,2,2,2,2,1
4,4,4,2,4,4,3,0,2,3,,23,2,1,2,3,0.5
1,0,2,0,1,0,2,1,2,0,,17,2,1,1,0.9,1
4,0,2,1,2,1,3,3,4,1,,44,2,1,2,2.1,0.5
1,0,1,0,1,0,1,0,1,0,,25,2,1,1,0.5,1
4,4,5,2,4,2,4,2,3,0,,18,2,2,3,3,0.666666667
1,1,2,1,1,2,1,0,1,0,,15,2,3,4,1,0.75
3,2,1,0,1,0,1,0,1,0,,24,2,2,2,0.9,1
2,0,2,0,2,0,1,0,4,0,,22,1,1,2,1.1,0.5
2,2,3,1,3,2,5,2,3,3,,33,1,2,2,2.6,1
1,2,2,0,2,2,3,0,1,0,,14,1,2,2,1.3,1
5,4,5,4,5,4,5,3,5,4,,45,2,1,4,4.4,0.25
1,2,4,2,2,4,2,2,3,1,,18,1,2,3,2.3,0.666666667
2,1,3,1,4,1,4,1,2,1,,27,2,1,1,2,1
3,2,5,2,3,4,2,1,2,3,,51,2,2,2,2.7,1
2,2,4,2,4,3,4,2,3,1,,20,2,1,2,2.7,0.5
1,0,1,0,2,1,1,0,2,0,,28,2,1,2,0.8,0.5
2,1,2,2,3,4,3,2,3,1,,17,1,1,3,2.3,0.333333333
4,2,4,2,4,3,5,1,4,2,,47,2,2,2,3.1,1
4,1,4,1,3,4,3,0,5,3,,45,2,3,11,2.8,0.272727273
1,4,3,2,4,4,3,1,4,0,,14,1,4,4,2.6,1
3,2,3,1,2,3,2,2,5,1,,27,1,5,5,2.4,1
1,0,2,0,4,0,1,0,1,0,,26,1,1,2,0.9,0.5
4,2,1,1,4,4,2,1,1,3,,49,1,2,3,2.3,0.666666667
3,2,3,2,3,2,4,1,3,1,,18,2,2,2,2.4,1
4,3,5,3,5,3,4,2,4,1,,24,1,1,4,3.4,0.25
5,4,5,3,5,4,5,4,5,4,,18,2,3,3,4.4,1
1,1,2,1,3,1,4,1,4,2,,59,1,2,5,2,0.4
3,0,3,0,3,2,5,0,1,0,,22,2,3,3,1.7,1
1,1,1,0,3,2,2,1,2,1,,50,1,1,3,1.4,0.333333333
3,4,4,3,5,2,5,2,3,4,,21,2,2,2,3.5,1
1,3,2,2,4,2,3,4,1,4,,30,1,1,3,2.6,0.333333333
2,0,3,1,3,1,2,1,2,2,,25,1,1,2,1.7,0.5
4,3,5,2,5,4,5,1,4,2,,27,2,2,3,3.5,0.666666667
4,2,4,3,4,4,5,3,4,1,,26,2,3,3,3.4,1
4,2,3,2,3,2,3,1,3,1,,52,2,6,7,2.4,0.857142857
2,2,4,1,4,3,2,0,2,1,,21,2,2,2,2.1,1
5,4,5,4,5,4,5,4,5,4,,51,1,2,5,4.5,0.4
4,1,3,1,3,1,2,4,2,1,,32,1,1,1,2.2,1
5,4,5,4,5,4,4,4,5,4,,19,2,2,3,4.4,0.666666667
3,3,3,3,5,4,4,2,3,2,,42,0,1,3,3.2,0.333333333
3,2,2,2,5,3,4,1,2,2,,25,1,2,2,2.6,1
2,2,3,2,4,2,3,2,3,2,,49,2,1,1,2.5,1
3,4,4,0,5,3,3,0,1,1,,33,2,3,5,2.4,0.6
3,3,4,2,4,3,2,1,3,1,,24,2,2,3,2.6,0.666666667
4,3,3,3,5,3,4,2,3,3,,25,1,1,2,3.3,0.5
4,4,4,0,5,4,5,3,5,3,,24,2,1,2,3.7,0.5
2,2,3,1,4,2,1,0,2,0,,22,2,1,3,1.7,0.333333333
2,1,3,2,2,1,2,1,3,0,,21,1,1,1,1.7,1
3,4,4,4,5,4,3,4,4,4,,48,1,1,1,3.9,1
2,4,4,1,3,3,2,0,1,0,,19,2,1,3,2,0.333333333
1,0,2,1,0,3,1,0,1,0,,20,1,1,2,0.9,0.5
3,2,5,2,2,1,1,4,5,3,,26,1,3,4,2.8,0.75
4,3,5,4,4,3,4,2,3,3,,49,1,1,2,3.5,0.5
5,4,5,4,5,4,5,3,5,4,,27,2,2,4,4.4,0.5
3,4,5,4,4,4,4,3,4,3,,26,1,1,2,3.8,0.5
5,4,5,4,5,4,5,3,4,3,,30,2,1,4,4.2,0.25
5,4,5,4,1,4,5,4,5,4,,21,2,2,4,4.1,0.5
2,2,5,2,3,2,3,0,3,0,,31,2,1,5,2.2,0.2
3,0,3,2,3,3,3,2,3,2,,41,1,2,2,2.4,1
3,2,1,3,5,3,3,0,2,3,,43,2,2,2,2.5,1
3,4,5,3,4,4,4,2,4,3,,19,1,1,2,3.6,0.5
1,0,3,1,2,0,2,4,2,0,,28,2,2,2,1.5,1
2,3,2,1,2,4,2,3,2,3,,27,2,2,2,2.4,1
2,3,2,3,4,3,2,3,5,3,,26,1,1,2,3,0.5
3,4,4,4,5,4,5,3,5,4,,22,1,1,3,4.1,0.333333333
1,1,3,1,4,1,3,0,3,1,,20,1,2,2,1.8,1
4,1,4,3,5,3,1,4,5,3,,33,1,1,3,3.3,0.333333333
4,3,4,2,5,4,2,3,4,1,,22,2,2,3,3.2,0.666666667
2,2,3,1,3,2,1,0,1,0,,22,2,1,3,1.5,0.333333333
1,1,2,0,2,2,2,1,2,1,,46,2,1,2,1.4,0.5
3,1,4,1,4,4,3,1,5,3,,20,2,1,1,2.9,1
1,0,2,0,2,0,1,0,1,0,,22,1,2,2,0.7,1
3,1,4,3,3,2,4,4,5,3,,19,2,2,4,3.2,0.5
3,2,4,2,3,1,4,2,5,2,,30,1,1,1,2.8,1
3,3,4,1,4,4,4,3,4,3,,18,1,2,2,3.3,1
1,1,3,1,4,0,2,1,2,1,,20,2,4,4,1.6,1
3,3,2,3,4,4,5,4,4,3,,20,1,1,1,3.5,1
4,5,4,4,4,4,5,3,4,3,,34,1,2,2,4,1
3,2,5,1,5,4,5,1,3,3,,34,1,1,2,3.2,0.5
3,2,2,0,1,0,3,0,2,1,,13,2,1,2,1.4,0.5
1,2,2,1,2,4,1,1,2,1,,32,2,2,2,1.7,1
3,0,5,0,3,0,3,0,5,0,,28,1,2,3,1.9,0.666666667
3,2,3,1,3,3,2,0,2,1,,36,2,1,2,2,0.5
1,0,1,0,1,4,1,0,2,0,,29,1,2,3,1,0.666666667
3,4,4,2,5,4,3,2,3,1,,31,2,1,2,3.1,0.5
1,1,2,0,2,1,1,3,2,1,,22,1,2,2,1.4,1
3,1,2,0,3,1,3,2,2,1,,18,1,4,4,1.8,1
3,1,4,0,4,1,3,0,3,0,,22,1,1,6,1.9,0.166666667
4,2,2,3,3,3,2,2,4,2,,23,2,1,1,2.7,1
3,2,3,2,3,3,2,1,3,2,,25,1,1,3,2.4,0.333333333
3,1,4,1,3,4,1,0,3,0,,18,2,2,4,2,0.5
3,4,3,1,4,3,2,2,2,3,,25,2,1,2,2.7,0.5
1,1,4,1,2,1,2,0,1,1,,26,2,1,3,1.4,0.333333333
5,3,3,3,4,4,4,4,5,3,,19,1,2,2,3.8,1
3,3,3,2,3,3,2,2,4,0,,23,2,1,3,2.5,0.333333333
3,2,4,3,5,3,3,2,2,2,,27,1,1,3,2.9,0.333333333
1,3,4,2,4,4,4,1,1,3,,22,2,2,3,2.7,0.666666667
3,3,3,2,4,4,2,2,4,1,,17,1,1,3,2.8,0.333333333
3,4,4,4,5,4,5,0,1,4,,39,2,2,2,3.4,1
4,2,3,0,5,4,5,3,5,1,,24,2,1,2,3.2,0.5
1,3,0,4,5,4,4,3,5,3,,65,1,3,3,3.2,1
4,3,4,3,5,3,2,3,5,2,,37,2,1,3,3.4,0.333333333
3,2,3,1,5,4,4,1,3,1,,19,2,1,2,2.7,0.5
4,3,4,2,4,3,5,2,3,1,,25,2,2,3,3.1,0.666666667
1,4,3,0,5,4,3,0,5,4,,23,1,2,2,2.9,1
1,3,5,2,5,4,3,3,3,2,,34,1,1,3,3.1,0.333333333
4,1,3,3,4,3,4,2,4,2,,28,3,3,4,3,0.75
5,2,5,4,5,4,4,2,2,2,,23,2,2,3,3.5,0.666666667
3,1,4,1,4,4,1,0,3,0,,43,1,1,3,2.1,0.333333333
2,3,5,2,5,3,3,1,2,3,,20,2,1,2,2.9,0.5
3,1,3,1,2,1,1,1,4,0,,18,2,1,2,1.7,0.5
3,0,4,2,4,1,4,3,5,2,,23,1,2,2,2.8,1
2,0,5,0,2,0,3,0,2,0,,20,2,1,2,1.4,0.5
4,3,4,3,4,4,4,1,2,1,,24,2,3,3,3,1
3,4,3,2,4,4,3,2,3,1,,19,1,2,2,2.9,1
1,2,3,1,3,3,2,0,2,0,,27,2,2,3,1.7,0.666666667
3,3,3,1,4,3,3,1,4,1,,29,1,2,3,2.6,0.666666667
2,2,4,1,3,3,3,0,4,1,,23,2,2,5,2.3,0.4
3,2,2,2,3,2,3,0,1,1,,20,2,1,2,1.9,0.5
2,2,5,1,5,4,4,2,5,4,,39,1,1,2,3.4,0.5
1,3,3,1,3,1,1,0,1,0,,23,2,1,2,1.4,0.5
4,4,5,3,5,4,4,4,5,3,,23,2,4,4,4.1,1
4,1,2,2,2,3,1,1,2,2,,23,2,1,2,2,0.5
2,3,2,2,3,3,3,1,2,1,,25,3,4,5,2.2,0.8
2,1,2,1,1,3,2,1,2,1,,23,1,3,4,1.6,0.75
2,3,3,1,4,3,1,1,4,1,,18,1,2,2,2.3,1
5,0,5,3,5,3,5,4,5,4,,19,2,1,1,3.9,1
5,3,5,4,5,1,5,2,5,4,,62,2,1,1,3.9,1
4,4,5,4,5,4,3,2,4,4,,51,2,2,2,3.9,1
3,1,2,1,3,0,4,3,5,0,,17,1,2,2,2.2,1
4,3,5,3,4,4,5,3,5,0,,18,2,1,1,3.6,1
3,4,3,4,5,3,3,4,5,2,,19,2,2,2,3.6,1
2,2,4,1,3,3,4,1,3,2,,22,1,1,3,2.5,0.333333333
4,2,3,2,1,3,1,2,5,0,,37,1,2,2,2.3,1
2,3,3,4,3,4,1,4,4,2,,39,2,1,2,3,0.5
4,4,5,3,5,0,5,1,4,3,,20,2,1,2,3.4,0.5
1,2,1,1,1,1,2,2,4,1,,20,2,2,3,1.6,0.666666667
2,2,2,2,3,1,2,2,3,1,,23,1,2,2,2,1
1,3,3,3,4,3,1,1,2,0,,18,2,1,3,2.1,0.333333333
5,4,4,3,4,4,5,3,5,3,,29,2,1,1,4,1
4,4,5,4,4,4,5,4,5,4,,31,2,1,2,4.3,0.5
2,1,3,2,4,2,1,1,2,0,,19,2,2,2,1.8,1
1,0,2,1,1,0,1,0,1,0,,21,1,2,3,0.7,0.666666667
4,4,5,4,5,3,5,3,5,4,,60,2,2,3,4.2,0.666666667
2,2,3,1,2,2,3,0,1,1,,18,2,3,3,1.7,1
5,3,4,2,3,2,4,3,3,0,,19,2,2,7,2.9,0.285714286
2,2,4,3,3,3,5,3,5,1,,30,1,1,5,3.1,0.2
1,4,1,2,5,4,1,1,5,1,,16,1,1,2,2.5,0.5
2,2,2,1,2,3,1,4,1,1,,36,2,2,5,1.9,0.4
3,2,3,2,4,3,2,2,3,2,,24,2,1,6,2.6,0.166666667
3,3,3,2,3,4,4,1,3,2,,19,2,3,3,2.8,1
5,4,5,3,4,4,5,3,4,3,,22,2,2,2,4,1
3,2,2,0,2,3,2,0,1,1,,25,2,1,2,1.6,0.5
1,1,1,0,3,3,1,0,1,0,,21,1,1,1,1.1,1
1,3,2,1,2,3,1,2,2,1,,18,1,2,2,1.8,1
1,0,2,1,2,1,1,1,3,0,,48,1,3,3,1.2,1
3,3,4,3,4,3,4,2,3,3,,34,1,2,2,3.2,1
3,3,3,0,4,2,2,0,1,1,,20,2,1,3,1.9,0.333333333
1,2,2,0,2,2,1,0,2,0,,20,2,1,2,1.2,0.5
3,4,5,2,4,4,3,0,5,1,,37,2,1,1,3.1,1
5,4,2,4,5,3,5,3,4,4,,34,2,3,3,3.9,1
4,3,4,3,5,3,4,1,1,3,,35,1,1,3,3.1,0.333333333
4,3,4,2,4,3,2,3,4,1,,18,2,1,2,3,0.5
3,2,5,2,4,3,4,1,4,3,,18,1,2,2,3.1,1
2,4,4,2,4,4,4,1,3,1,,22,1,2,3,2.9,0.666666667
2,3,2,2,1,2,2,1,3,1,,16,1,2,3,1.9,0.666666667
2,2,4,3,2,3,2,2,4,3,,31,2,1,2,2.7,0.5
3,0,3,1,4,2,1,0,1,2,,39,1,1,2,1.7,0.5
2,3,5,2,5,2,3,2,3,2,,21,1,4,4,2.9,1
2,1,3,1,3,4,1,1,2,1,,25,1,1,1,1.9,1
1,0,1,0,1,1,1,0,1,0,,18,1,6,6,0.6,1
4,4,5,4,5,4,4,4,5,4,,26,1,1,1,4.3,1
3,3,5,3,4,4,4,3,4,3,,22,1,2,2,3.6,1
3,1,2,2,3,3,2,0,2,2,,29,1,2,2,2,1
1,3,2,3,3,3,2,1,2,1,,37,2,5,9,2.1,0.555555556
1,1,4,1,2,3,1,1,1,3,,20,2,3,4,1.8,0.75
3,1,4,1,4,3,4,0,4,2,,55,2,3,3,2.6,1
1,1,3,0,3,1,1,1,1,0,,20,1,1,3,1.2,0.333333333
1,4,4,3,5,3,4,1,1,0,,47,2,2,3,2.6,0.666666667
1,1,4,0,1,1,1,1,3,1,,17,1,2,3,1.4,0.666666667
1,3,1,1,2,2,1,2,2,0,,29,2,2,2,1.5,1
4,4,4,0,5,3,4,3,4,1,,50,2,2,4,3.2,0.5
3,3,1,3,4,3,2,3,4,3,,62,1,2,2,2.9,1
3,3,2,0,4,4,2,0,1,1,,40,1,2,2,2,1
1,4,2,4,1,4,1,4,1,0,,23,2,1,2,2.2,0.5
1,0,1,0,1,2,1,0,1,0,,17,1,1,3,0.7,0.333333333
3,3,4,2,4,3,3,1,1,1,,35,1,1,2,2.5,0.5
2,2,4,1,2,2,2,2,2,0,,20,2,4,4,1.9,1
4,2,5,2,4,4,2,2,3,3,,34,2,2,3,3.1,0.666666667
2,1,4,1,2,3,4,0,1,1,,28,1,1,1,1.9,1
3,3,2,3,2,3,1,3,4,1,,23,2,2,3,2.5,0.666666667
3,1,3,1,4,3,4,2,3,2,,21,2,2,2,2.6,1
2,4,4,2,3,4,1,1,2,0,,37,2,2,3,2.3,0.666666667
1,0,3,0,1,0,1,0,1,0,,25,1,1,2,0.7,0.5
2,3,5,2,4,3,4,1,4,3,,21,2,3,3,3.1,1
2,3,4,1,4,3,4,0,2,1,,30,2,1,2,2.4,0.5
3,4,5,3,4,3,5,1,3,2,,52,1,2,2,3.3,1
2,1,2,1,1,3,4,1,1,1,,25,1,1,2,1.7,0.5
3,3,4,1,4,3,4,1,1,2,,25,2,2,2,2.6,1
2,2,2,1,3,2,3,0,2,1,,25,2,1,7,1.8,0.142857143
3,2,4,2,3,3,4,2,4,3,,30,1,2,3,3,0.666666667
4,4,4,1,4,3,4,1,3,3,,29,1,1,1,3.1,1
4,3,3,3,4,3,3,1,4,1,,22,2,1,3,2.9,0.333333333
1,0,1,1,2,1,2,0,1,0,,18,1,1,1,0.9,1
3,1,3,0,3,1,2,0,5,0,,25,2,1,4,1.8,0.25
3,4,5,2,4,3,2,1,4,3,,22,1,3,6,3.1,0.5
3,1,2,0,3,2,1,4,1,0,,28,1,2,3,1.7,0.666666667
2,3,3,4,3,4,2,4,5,2,,19,1,1,1,3.2,1
4,3,3,3,4,4,3,1,4,2,,21,2,1,2,3.1,0.5
3,2,5,2,4,4,2,1,4,4,,38,2,1,3,3.1,0.333333333
1,0,2,2,2,3,1,2,4,0,,23,2,2,4,1.7,0.5
2,2,2,2,5,4,4,1,2,3,,25,1,2,2,2.7,1
4,3,3,3,4,4,3,3,5,3,,48,1,2,3,3.5,0.666666667
2,0,2,0,2,4,2,0,2,0,,34,1,2,2,1.4,1
2,3,4,2,2,4,1,1,2,0,,27,1,1,2,2.1,0.5
2,4,3,3,4,3,2,0,3,2,,18,2,1,2,2.6,0.5
4,3,4,3,5,3,5,3,4,3,,28,2,1,2,3.7,0.5
2,1,4,1,4,3,3,3,2,1,,69,2,4,11,2.4,0.363636364
2,1,3,2,3,3,3,2,3,0,,22,1,1,3,2.2,0.333333333
2,1,2,0,1,3,1,0,1,0,,20,1,1,2,1.1,0.5
4,3,3,2,3,2,3,2,4,3,,29,2,1,1,2.9,1
2,4,5,4,5,4,2,4,5,4,,35,1,2,3,3.9,0.666666667
4,4,5,2,5,4,5,2,4,4,,41,1,1,2,3.9,0.5
5,4,1,4,1,3,2,4,4,3,,22,1,1,1,3.1,1
2,3,4,3,4,4,4,3,4,2,,20,2,1,1,3.3,1
4,1,5,3,5,4,5,1,4,3,,78,1,2,11,3.5,0.181818182
4,4,5,4,5,4,5,3,4,4,,32,2,1,4,4.2,0.25
1,0,2,0,5,4,5,0,1,0,,16,1,1,2,1.8,0.5
1,0,3,0,2,1,1,4,4,0,,20,1,2,2,1.6,1
3,2,3,2,3,3,3,2,4,1,,22,1,1,1,2.6,1
3,2,2,1,2,3,4,0,2,2,,48,2,1,3,2.1,0.333333333
4,4,5,3,5,4,4,3,4,3,,18,1,2,3,3.9,0.666666667
2,1,4,2,4,2,2,2,4,1,,27,2,3,4,2.4,0.75
2,1,2,1,2,3,2,1,2,0,,41,1,3,3,1.6,1
4,3,3,2,4,3,4,3,4,2,,33,3,1,1,3.2,1
3,2,3,1,4,2,4,0,3,2,,23,2,1,1,2.4,1
1,3,3,1,2,2,2,1,2,1,,22,1,2,2,1.8,1
1,4,3,1,2,4,1,0,2,2,,29,2,2,2,2,1
3,2,1,2,3,2,3,2,3,2,,32,2,1,1,2.3,1
1,0,3,2,4,1,1,0,2,3,,37,1,1,1,1.7,1
4,2,3,2,4,3,4,1,3,3,,19,1,1,2,2.9,0.5
4,4,1,3,2,3,3,3,5,0,,18,1,2,3,2.8,0.666666667
4,4,4,3,4,0,5,3,5,3,,19,2,2,2,3.5,1
1,1,1,1,1,4,1,2,3,0,,17,1,2,2,1.5,1
1,3,2,1,3,3,1,0,1,0,,25,1,1,2,1.5,0.5
3,3,4,3,2,3,3,3,4,1,,18,2,2,3,2.9,0.666666667
3,2,4,2,3,4,2,1,2,1,,38,2,2,4,2.4,0.5
1,2,3,4,3,4,1,4,5,0,,15,1,1,4,2.7,0.25
3,2,3,4,3,4,4,0,3,1,,18,2,1,2,2.7,0.5
1,0,2,0,1,4,1,0,1,0,,19,1,2,4,1,0.5
1,3,2,1,2,2,1,0,1,0,,56,2,2,3,1.3,0.666666667
1,0,3,0,1,0,1,0,2,0,,16,1,3,3,0.8,1
0,3,5,4,4,3,3,3,5,2,,18,2,1,2,3.2,0.5
4,3,4,3,5,3,5,2,2,4,,38,1,1,11,3.5,0.090909091
3,4,4,3,4,3,3,2,3,3,,33,2,2,2,3.2,1
1,3,5,0,5,0,1,4,4,0,,18,2,4,4,2.3,1
1,2,2,2,4,3,2,1,3,2,,22,2,5,8,2.2,0.625
4,4,4,3,4,4,4,1,2,2,,19,2,2,2,3.2,1
1,0,1,1,2,0,1,2,4,0,,22,2,1,1,1.2,1
3,3,3,2,5,4,3,4,5,2,,35,2,2,2,3.4,1
3,2,3,2,3,3,4,1,2,1,,31,2,3,4,2.4,0.75
3,4,5,4,5,4,4,3,4,3,,38,2,2,2,3.9,1
3,4,4,3,5,2,5,3,5,1,,19,2,1,2,3.5,0.5
3,2,3,3,2,2,3,1,2,3,,25,1,3,3,2.4,1
3,2,3,2,3,3,3,2,3,2,,45,2,1,2,2.6,0.5
2,0,1,3,3,2,2,4,4,0,,28,3,3,3,2.1,1
3,3,3,3,4,3,4,2,4,2,,13,2,1,2,3.1,0.5
4,4,5,4,5,4,5,4,5,4,,18,2,3,3,4.4,1
4,2,4,1,4,2,4,2,3,2,,19,1,2,3,2.8,0.666666667
4,4,4,3,4,4,4,2,4,3,,19,1,2,3,3.6,0.666666667
1,2,2,1,3,3,1,0,1,1,,19,3,1,1,1.5,1
5,4,5,4,5,4,5,4,5,4,,55,2,1,2,4.5,0.5
4,2,4,3,4,3,4,2,4,2,,34,2,2,2,3.2,1
2,1,2,0,2,1,1,3,1,0,,42,1,1,1,1.3,1
4,4,2,3,4,4,5,3,3,2,,14,2,1,2,3.4,0.5
4,4,2,3,4,3,2,3,5,3,,27,2,2,2,3.3,1
1,2,4,2,2,1,2,1,1,0,,19,1,1,3,1.6,0.333333333
4,3,4,2,4,3,4,4,5,3,,20,2,2,2,3.6,1
1,0,4,1,3,2,3,0,1,0,,43,2,1,6,1.5,0.166666667
4,3,3,3,3,2,3,2,5,2,,29,2,2,2,3,1
3,4,5,2,5,3,4,2,2,3,,19,2,2,3,3.3,0.666666667
3,0,2,0,2,1,1,0,2,1,,24,1,1,3,1.2,0.333333333
3,3,2,3,3,4,1,4,4,1,,22,2,3,3,2.8,1
1,1,3,1,3,3,1,0,1,0,,31,1,2,3,1.4,0.666666667
2,3,4,3,4,3,4,3,4,2,,30,1,2,2,3.2,1
1,1,2,2,2,3,1,2,3,1,,18,1,1,3,1.8,0.333333333
1,2,3,1,2,3,4,0,1,0,,20,2,1,2,1.7,0.5
3,2,4,1,3,3,4,1,3,2,,19,2,2,2,2.6,1
2,3,3,2,3,3,3,1,2,2,,53,2,3,3,2.4,1
3,1,3,2,3,3,2,1,3,2,,41,2,1,3,2.3,0.333333333
2,1,2,1,2,2,1,0,2,5,,23,1,2,2,1.8,1
1,0,1,0,1,0,1,0,1,0,,17,1,1,2,0.5,0.5
3,4,5,4,5,4,5,0,5,4,,22,1,2,3,3.9,0.666666667
4,2,3,4,2,4,1,3,2,0,,20,2,1,4,2.5,0.25
3,3,3,2,4,4,2,3,4,1,,19,1,1,3,2.9,0.333333333
5,4,5,4,5,4,5,4,5,4,,30,1,1,3,4.5,0.333333333
3,2,2,3,4,3,3,0,2,2,,40,1,1,3,2.4,0.333333333
5,3,3,4,5,4,5,4,5,2,,39,2,1,2,4,0.5
4,3,5,2,5,3,3,3,5,2,,21,2,2,3,3.5,0.666666667
3,3,3,1,3,4,2,2,3,1,,19,2,3,4,2.5,0.75
3,3,4,3,3,3,4,1,3,1,,25,1,2,3,2.8,0.666666667
2,3,2,1,4,1,2,1,1,1,,23,1,1,1,1.8,1
2,3,4,3,5,2,4,2,3,4,,20,2,3,3,3.2,1
2,2,4,2,1,4,1,1,3,1,,49,1,3,3,2.1,1
3,2,4,3,4,3,4,2,4,2,,27,2,1,2,3.1,0.5
5,3,3,3,4,3,1,3,4,0,,17,2,2,3,2.9,0.666666667
3,2,3,2,4,1,3,1,2,2,,19,1,1,3,2.3,0.333333333
1,1,3,0,1,0,1,0,4,1,,18,2,1,2,1.2,0.5
1,1,2,5,3,4,1,1,1,0,,19,2,2,3,1.9,0.666666667
4,2,3,2,4,3,4,3,4,2,,29,2,2,2,3.1,1
1,1,2,0,2,2,1,0,1,0,,26,1,2,2,1,1
2,1,3,0,2,1,1,1,2,0,,18,1,1,1,1.3,1
2,3,2,3,4,3,2,1,2,1,,20,2,1,3,2.3,0.333333333
1,1,3,0,2,2,4,0,1,0,,20,1,4,4,1.4,1
5,4,5,3,5,4,5,4,5,3,,24,1,1,3,4.3,0.333333333
3,3,3,2,4,3,4,1,2,3,,28,2,1,3,2.8,0.333333333
2,0,3,0,3,1,1,0,3,0,,21,1,1,3,1.3,0.333333333
1,2,4,1,4,4,1,0,1,2,,56,2,4,8,2,0.5
3,2,2,2,2,0,0,0,1,1,,18,2,1,2,1.3,0.5
3,2,3,2,1,3,3,1,3,1,,33,1,1,3,2.2,0.333333333
3,4,1,3,5,2,5,1,5,2,,15,2,2,2,3.1,1
2,0,1,0,1,0,1,0,2,0,,43,1,5,6,0.7,0.833333333
2,3,4,3,5,3,4,2,4,3,,19,2,2,3,3.3,0.666666667
3,1,4,1,3,2,3,0,2,1,,31,1,1,1,2,1
2,4,4,3,3,3,3,1,4,2,,31,1,2,2,2.9,1
4,3,5,3,4,3,3,3,4,1,,23,2,1,3,3.3,0.333333333
1,1,1,1,1,2,1,2,3,0,,22,1,2,2,1.3,1
1,3,3,1,3,2,1,3,4,0,,23,1,1,2,2.1,0.5
5,4,5,4,5,4,3,4,5,0,,33,1,1,2,3.9,0.5
3,2,4,1,4,3,4,2,4,1,,27,2,2,8,2.8,0.25
1,1,2,3,3,3,1,1,3,1,,44,1,2,3,1.9,0.666666667
3,1,4,1,2,2,3,1,2,1,,20,1,1,3,2,0.333333333
2,1,3,2,3,0,1,4,1,0,,22,2,1,2,1.7,0.5
5,2,1,1,4,3,5,4,4,2,,34,1,2,2,3.1,1
4,3,4,1,5,3,5,2,2,3,,18,1,1,1,3.2,1
2,0,2,0,2,3,1,0,1,1,,25,1,1,3,1.2,0.333333333
1,0,3,1,1,5,2,0,2,1,,26,1,3,3,1.6,1
2,3,5,4,5,3,5,3,4,2,,31,1,1,3,3.6,0.333333333
3,2,5,2,5,4,2,2,4,2,,45,1,1,4,3.1,0.25
2,1,2,1,3,3,2,3,5,0,,19,1,1,2,2.2,0.5
3,3,5,3,4,3,5,2,3,2,,16,2,2,2,3.3,1
1,2,4,1,2,3,2,0,5,3,,16,1,2,4,2.3,0.5
4,3,5,4,5,3,5,3,4,3,,19,2,2,2,3.9,1
2,3,4,2,1,3,1,2,3,1,,20,2,1,3,2.2,0.333333333
2,2,3,3,3,2,3,0,4,1,,20,2,3,3,2.3,1
4,1,2,2,4,4,4,3,4,2,,21,1,1,1,3,1
2,2,2,1,2,3,3,1,2,1,,49,2,2,3,1.9,0.666666667
5,1,4,1,4,2,3,1,3,1,,45,2,2,5,2.5,0.4
4,3,5,3,3,4,3,4,5,3,,15,1,1,2,3.7,0.5
4,2,3,1,5,2,4,0,4,1,,30,1,1,5,2.6,0.2
4,4,2,1,2,3,5,1,2,1,,25,2,8,8,2.5,1
5,4,3,3,4,4,5,2,4,2,,22,2,2,2,3.6,1
4,3,5,3,5,4,4,3,5,3,,21,2,1,2,3.9,0.5
4,1,5,4,4,4,4,3,5,4,,16,1,1,2,3.8,0.5
2,2,1,2,2,3,1,1,3,1,,29,1,1,2,1.8,0.5
1,1,2,1,2,3,1,0,1,0,,63,2,1,1,1.2,1
2,1,2,1,2,2,2,1,3,1,,15,1,1,1,1.7,1
4,4,5,3,5,4,5,4,4,4,,24,1,5,5,4.2,1
3,3,4,2,4,4,3,2,4,3,,19,1,1,2,3.2,0.5
5,4,4,4,5,4,5,1,5,4,,17,2,2,3,4.1,0.666666667
2,1,3,1,3,1,3,2,4,2,,18,1,2,4,2.2,0.5
2,1,3,1,3,3,1,2,4,0,,22,2,1,1,2,1
1,1,2,1,1,1,1,0,1,0,,18,2,1,2,0.9,0.5
3,4,5,2,4,4,4,2,3,3,,22,2,1,3,3.4,0.333333333
